"","CountryName","Year","water_score","sanitation_score","child_mortality"
"2025","Uruguay","18",99.25,95.67,2.15
"2026","Uzbekistan","10",91.46,100,6.13
"2027","Uzbekistan","11",91.46,100,5.72
"2028","Uzbekistan","12",91.46,100,5.37
"2029","Uzbekistan","13",91.46,100,5.09
"2030","Uzbekistan","14",91.46,100,4.89
"2031","Uzbekistan","15",91.46,100,4.75
"2032","Uzbekistan","16",91.46,100,4.66
"2033","Uzbekistan","17",91.46,100,4.59
"2034","Uzbekistan","18",91.46,100,4.59
"2035","Vanuatu","10",86.62,53.3,5.36
"2036","Vanuatu","11",87.41,53.34,5.11
"2037","Vanuatu","12",88.2,53.37,4.88
"2038","Vanuatu","13",88.99,53.4,4.67
"2039","Vanuatu","14",89.77,53.43,4.48
"2040","Vanuatu","15",90.5,53.47,4.3
"2041","Vanuatu","16",90.5,53.47,4.14
"2042","Vanuatu","17",90.5,53.47,3.99
"2043","Vanuatu","18",90.5,53.47,3.99
"2044","Venezuela","10",97.11,93.2,2.38
"2045","Venezuela","11",97.21,93.77,2.3
"2046","Venezuela","12",97.31,94.35,2.22
"2047","Venezuela","13",97.41,94.91,2.16
"2048","Venezuela","14",97.41,94.92,2.1
"2049","Venezuela","15",97.42,94.93,2.04
"2050","Venezuela","16",97.42,94.93,1.99
"2051","Venezuela","17",97.42,94.93,1.94
"2052","Venezuela","18",97.42,94.93,1.94
"2053","Viet Nam","10",86.58,70.31,5.45
"2054","Viet Nam","11",87.42,71.93,5.27
"2055","Viet Nam","12",88.25,73.53,5.11
"2056","Viet Nam","13",89.06,75.12,4.95
"2057","Viet Nam","14",89.87,76.68,4.81
"2058","Viet Nam","15",91.19,78.24,4.68
"2059","Viet Nam","16",91.19,78.24,4.55
"2060","Viet Nam","17",91.19,78.24,4.43
"2061","Viet Nam","18",91.19,78.24,4.43
"2062","Wallis and Futuna Islands","10",99.6,96.67,1.15
"2063","Wallis and Futuna Islands","11",99.59,97.16,1.05
"2064","Wallis and Futuna Islands","12",99.58,97.65,0.85
"2065","Wallis and Futuna Islands","13",99.58,98.14,0.59
"2066","Wallis and Futuna Islands","14",99.57,98.63,1.55
"2067","Wallis and Futuna Islands","15",99.56,99.12,0.49
"2068","Wallis and Futuna Islands","16",99.56,99.12,0.52
"2069","Wallis and Futuna Islands","17",99.56,99.12,0.57
"2070","Wallis and Futuna Islands","18",99.56,99.12,0.61
"2071","Western Sahara","10",84.7,40.93,9.73
"2072","Western Sahara","11",89.32,56.27,9
"2073","Western Sahara","12",99.87,93.51,8.35
"2074","Western Sahara","13",65.28,31.27,7.79
"2075","Western Sahara","14",87.24,44.39,7.31
"2076","Western Sahara","15",98.13,90.52,6.89
"2077","Western Sahara","16",97.17,98.5,6.53
"2078","Western Sahara","17",96.94,92.15,6.21
"2079","Western Sahara","18",64.44,59.68,6.21
"2080","Yemen","10",60.37,52.98,17.35
"2081","Yemen","11",62.42,54.34,16.62
"2082","Yemen","12",64.44,55.69,16.03
"2083","Yemen","13",66.43,57.03,15.54
"2084","Yemen","14",68.41,58.36,15.13
"2085","Yemen","15",70.36,59.68,14.76
"2086","Yemen","16",70.36,59.68,14.43
"2087","Yemen","17",70.36,59.68,14.13
"2088","Yemen","18",70.36,59.68,14.13
"2089","Zambia","10",57.11,29.46,31.77
"2090","Zambia","11",57.94,29.8,30.13
"2091","Zambia","12",58.77,30.13,28.57
"2092","Zambia","13",59.59,30.46,27.1
"2093","Zambia","14",60.41,30.79,25.72
"2094","Zambia","15",61.23,31.11,24.42
"2095","Zambia","16",61.23,31.11,23.21
"2096","Zambia","17",61.23,31.11,22.08
"2097","Zambia","18",61.23,31.11,22.08
"2098","Zimbabwe","10",68.07,39.79,25.63
"2099","Zimbabwe","11",67.76,39.55,24.11
"2100","Zimbabwe","12",67.45,39.31,22.7
"2101","Zimbabwe","13",67.15,39.06,21.42
"2102","Zimbabwe","14",66.85,38.82,20.3
"2103","Zimbabwe","15",66.56,38.59,19.34
"2104","Zimbabwe","16",66.56,38.59,18.54
"2105","Zimbabwe","17",66.56,38.59,17.83
"2106","Zimbabwe","18",66.56,38.59,17.83
