"","CountryName","Year","water_score","sanitation_score","child_mortality"
"1459","Papua New Guinea","10",36.6,18.61,15.34
"1460","Papua New Guinea","11",36.59,18.6,15.09
"1461","Papua New Guinea","12",36.58,18.59,14.84
"1462","Papua New Guinea","13",36.58,18.59,14.59
"1463","Papua New Guinea","14",36.59,18.6,14.34
"1464","Papua New Guinea","15",36.6,18.6,14.08
"1465","Papua New Guinea","16",36.6,18.6,13.83
"1466","Papua New Guinea","17",36.6,18.6,13.57
"1467","Papua New Guinea","18",36.6,18.6,13.57
"1468","Paraguay","10",91.37,85.03,6.34
"1469","Paraguay","11",92.9,86.28,6.25
"1470","Paraguay","12",94.41,87.52,6.17
"1471","Paraguay","13",95.92,88.76,6.1
"1472","Paraguay","14",97.41,89.99,6.06
"1473","Paraguay","15",98.89,91.22,6.03
"1474","Paraguay","16",98.89,91.22,6
"1475","Paraguay","17",98.89,91.22,5.97
"1476","Paraguay","18",98.89,91.22,5.97
"1477","Peru","10",87.03,72.48,11.24
"1478","Peru","11",87.62,73.37,11.01
"1479","Peru","12",88.19,74.26,10.75
"1480","Peru","13",88.76,75.12,10.49
"1481","Peru","14",89.32,75.98,10.2
"1482","Peru","15",89.87,76.82,9.9
"1483","Peru","16",89.87,76.82,9.58
"1484","Peru","17",89.87,76.82,9.25
"1485","Peru","18",89.87,76.82,9.25
"1486","Philippines","10",88.99,72.2,7.52
"1487","Philippines","11",89.28,72.75,7.31
"1488","Philippines","12",89.58,73.3,7.12
"1489","Philippines","13",89.89,73.85,6.93
"1490","Philippines","14",90.19,74.41,6.76
"1491","Philippines","15",90.5,74.98,6.59
"1492","Philippines","16",90.5,74.98,6.43
"1493","Philippines","17",90.5,74.98,6.28
"1494","Philippines","18",90.5,74.98,6.28
"1495","Poland","10",97.9,94.38,0.89
"1496","Poland","11",97.9,95.12,0.86
"1497","Poland","12",97.89,95.87,0.83
"1498","Poland","13",97.89,96.62,0.8
"1499","Poland","14",97.89,97.38,0.78
"1500","Poland","15",97.89,98.13,0.76
"1501","Poland","16",97.89,98.13,0.74
"1502","Poland","17",97.89,98.13,0.72
"1503","Poland","18",97.89,98.13,0.72
"1504","Portugal","10",99.58,98.79,0.74
"1505","Portugal","11",99.68,98.92,0.7
"1506","Portugal","12",99.79,99.06,0.66
"1507","Portugal","13",99.87,99.19,0.61
"1508","Portugal","14",99.9,99.32,0.56
"1509","Portugal","15",99.9,99.44,0.51
"1510","Portugal","16",99.9,99.44,0.46
"1511","Portugal","17",99.9,99.44,0.41
"1512","Portugal","18",99.9,99.44,0.41
"1513","Puerto Rico","10",97.1,97.12,1.57
"1514","Puerto Rico","11",97.1,97.13,1.36
"1515","Puerto Rico","12",97.11,97.14,1.17
"1516","Puerto Rico","13",97.11,97.14,1.02
"1517","Puerto Rico","14",97.11,97.15,0.92
"1518","Puerto Rico","15",97.12,97.16,0.87
"1519","Puerto Rico","16",97.12,97.16,0.86
"1520","Puerto Rico","17",97.12,97.16,0.87
"1521","Puerto Rico","18",97.12,97.16,0.87
"1522","Qatar","10",100,99.68,1.53
"1523","Qatar","11",100,99.74,1.49
"1524","Qatar","12",100,99.81,1.45
"1525","Qatar","13",100,99.87,1.42
"1526","Qatar","14",100,99.94,1.39
"1527","Qatar","15",100,100,1.36
"1528","Qatar","16",100,100,1.32
"1529","Qatar","17",100,100,1.29
"1530","Qatar","18",100,100,1.29
"1531","Republic of Moldova","10",85.87,76.2,3
"1532","Republic of Moldova","11",86.07,76.63,2.74
"1533","Republic of Moldova","12",86.27,77.07,2.52
"1534","Republic of Moldova","13",86.47,77.51,2.34
"1535","Republic of Moldova","14",86.68,77.95,2.21
"1536","Republic of Moldova","15",86.69,78.4,2.12
"1537","Republic of Moldova","16",86.69,78.4,2.07
"1538","Republic of Moldova","17",86.69,78.4,2.04
"1539","Republic of Moldova","18",86.69,78.4,2.04
"1540","Reunion","10",99.5,98.98,0.74
"1541","Reunion","11",99.5,98.98,0.69
"1542","Reunion","12",99.5,98.98,0.64
"1543","Reunion","13",99.5,98.98,0.6
"1544","Reunion","14",99.5,98.98,0.57
"1545","Reunion","15",99.5,98.98,0.55
"1546","Reunion","16",99.5,98.98,0.53
"1547","Reunion","17",99.5,98.98,0.52
"1548","Reunion","18",99.5,98.98,0.52
"1549","Romania","10",100,81.63,1.89
"1550","Romania","11",100,81.66,1.79
"1551","Romania","12",100,81.69,1.7
"1552","Romania","13",100,81.73,1.63
"1553","Romania","14",100,81.77,1.57
"1554","Romania","15",100,81.81,1.52
"1555","Romania","16",100,81.81,1.48
"1556","Romania","17",100,81.81,1.45
"1557","Romania","18",100,81.81,1.45
"1558","Russian Federation","10",96,87.13,2.17
"1559","Russian Federation","11",96.07,87.46,2.06
"1560","Russian Federation","12",96.15,87.79,1.96
"1561","Russian Federation","13",96.22,88.12,1.88
"1562","Russian Federation","14",96.3,88.46,1.81
"1563","Russian Federation","15",96.38,88.79,1.76
"1564","Russian Federation","16",96.38,88.79,1.71
"1565","Russian Federation","17",96.38,88.79,1.67
"1566","Russian Federation","18",96.38,88.79,1.67
"1567","Rwanda","10",53.48,57.01,25.1
"1568","Rwanda","11",54.13,58.14,22.77
"1569","Rwanda","12",54.78,59.23,20.88
"1570","Rwanda","13",55.43,60.3,19.31
"1571","Rwanda","14",56.07,61.34,17.99
"1572","Rwanda","15",56.71,62.35,16.87
"1573","Rwanda","16",56.71,62.35,15.92
"1574","Rwanda","17",56.71,62.35,15.14
"1575","Rwanda","18",56.71,62.35,15.14
"1576","Saint Helena","10",98.7,99.33,2.7
"1577","Saint Helena","11",98.75,99.44,0.61
"1578","Saint Helena","12",98.8,99.55,0.67
"1579","Saint Helena","13",98.85,99.66,0.72
"1580","Saint Helena","14",98.9,99.78,0.69
"1581","Saint Helena","15",98.95,99.89,0.74
"1582","Saint Helena","16",98.95,99.89,0.74
"1583","Saint Helena","17",98.95,99.89,0.59
"1584","Saint Helena","18",98.95,99.89,0.65
"1585","Saint Kitts and Nevis","10",98.97,91.61,6
"1586","Saint Kitts and Nevis","11",98.97,91.61,5.97
"1587","Saint Kitts and Nevis","12",98.97,91.61,6
"1588","Saint Kitts and Nevis","13",98.97,91.61,5.97
"1589","Saint Kitts and Nevis","14",98.97,91.61,1.64
"1590","Saint Kitts and Nevis","15",98.97,91.61,6
"1591","Saint Kitts and Nevis","16",98.97,91.61,5.97
"1592","Saint Kitts and Nevis","17",98.97,91.61,5.97
"1593","Saint Kitts and Nevis","18",98.97,91.61,1.64
"1594","Saint Lucia","10",94.96,87.37,4.05
"1595","Saint Lucia","11",95.84,88.54,3.98
"1596","Saint Lucia","12",96.64,89.72,3.91
"1597","Saint Lucia","13",97.43,90.73,3.83
"1598","Saint Lucia","14",98.16,90.91,3.74
"1599","Saint Lucia","15",98.16,90.91,3.64
"1600","Saint Lucia","16",98.16,90.91,3.54
"1601","Saint Lucia","17",98.16,90.91,3.43
"1602","Saint Lucia","18",98.16,90.91,3.43
"1603","Saint Pierre and Miquelon","10",91.4,99.34,1.16
"1604","Saint Pierre and Miquelon","11",91.4,99.34,1.21
"1605","Saint Pierre and Miquelon","12",91.4,99.34,3.76
"1606","Saint Pierre and Miquelon","13",91.4,99.34,1.16
"1607","Saint Pierre and Miquelon","14",91.4,99.34,1.09
"1608","Saint Pierre and Miquelon","15",91.4,99.34,1.21
"1609","Saint Pierre and Miquelon","16",91.4,99.34,1.16
"1610","Saint Pierre and Miquelon","17",91.4,99.34,1.09
"1611","Saint Pierre and Miquelon","18",91.4,99.34,9.58
"1612","Samoa","10",94.69,97.55,3.74
"1613","Samoa","11",94.95,97.36,3.6
"1614","Samoa","12",95.21,97.18,3.47
"1615","Samoa","13",95.43,96.99,3.37
"1616","Samoa","14",95.49,96.81,3.28
"1617","Samoa","15",95.51,96.62,3.2
"1618","Samoa","16",95.51,96.62,3.13
"1619","Samoa","17",95.51,96.62,3.07
"1620","Samoa","18",95.51,96.62,3.07
"1621","San Marino","10",100,100,0.56
"1622","San Marino","11",100,100,0.5
"1623","San Marino","12",100,100,0.5
"1624","San Marino","13",100,100,0.71
"1625","San Marino","14",100,100,0.65
"1626","San Marino","15",100,100,0.56
"1627","San Marino","16",100,100,0.71
"1628","San Marino","17",100,100,0.65
"1629","San Marino","18",100,100,0.65
"1630","Sao Tome and Principe","10",75.6,33.62,20.9
"1631","Sao Tome and Principe","11",76.43,34.91,20.52
"1632","Sao Tome and Principe","12",77.25,36.21,20.2
"1633","Sao Tome and Principe","13",78.07,37.5,19.88
"1634","Sao Tome and Principe","14",78.89,38.8,19.55
"1635","Sao Tome and Principe","15",79.7,40.1,19.2
"1636","Sao Tome and Principe","16",79.7,40.1,18.83
"1637","Sao Tome and Principe","17",79.7,40.1,18.46
"1638","Sao Tome and Principe","18",79.7,40.1,18.46
"1639","Saudi Arabia","10",99.36,100,2.53
"1640","Saudi Arabia","11",99.67,100,2.45
"1641","Saudi Arabia","12",99.99,100,2.36
"1642","Saudi Arabia","13",99.99,100,2.28
"1643","Saudi Arabia","14",99.99,100,2.2
"1644","Saudi Arabia","15",99.99,100,2.13
"1645","Saudi Arabia","16",99.99,100,2.06
"1646","Saudi Arabia","17",99.99,100,2
"1647","Saudi Arabia","18",99.99,100,2
"1648","Senegal","10",70.7,44.99,19.02
"1649","Senegal","11",71.61,45.65,15.78
"1650","Senegal","12",72.51,46.32,13.23
"1651","Senegal","13",73.41,47,11.33
"1652","Senegal","14",74.3,47.68,10.02
"1653","Senegal","15",75.19,48.36,9.23
"1654","Senegal","16",75.19,48.36,8.81
"1655","Senegal","17",75.19,48.36,8.62
"1656","Senegal","18",75.19,48.36,8.62
"1657","Serbia","10",90.06,95.61,2.06
"1658","Serbia","11",90.04,95.41,1.97
"1659","Serbia","12",90.02,95.22,1.89
"1660","Serbia","13",90,95.02,1.82
"1661","Serbia","14",89.98,94.83,1.76
"1662","Serbia","15",91.18,94.64,1.7
"1663","Serbia","16",91.18,94.64,1.66
"1664","Serbia","17",91.18,94.64,1.62
"1665","Serbia","18",91.18,94.64,1.62
"1666","Seychelles","10",95.66,98.39,2.57
"1667","Seychelles","11",95.9,98.81,2.56
"1668","Seychelles","12",96.13,99.24,2.53
"1669","Seychelles","13",96.23,99.58,2.49
"1670","Seychelles","14",96.24,100,2.42
"1671","Seychelles","15",96.25,100,2.33
"1672","Seychelles","16",96.25,100,2.24
"1673","Seychelles","17",96.25,100,2.15
"1674","Seychelles","18",96.25,100,2.15
"1675","Sierra Leone","10",51.35,13.01,56.3
"1676","Sierra Leone","11",52.7,13.31,51.25
"1677","Sierra Leone","12",54.05,13.62,46.94
"1678","Sierra Leone","13",55.4,13.92,43.49
"1679","Sierra Leone","14",56.75,14.23,40.92
"1680","Sierra Leone","15",58.09,14.54,39.17
"1681","Sierra Leone","16",58.09,14.54,38.05
"1682","Sierra Leone","17",58.09,14.54,37.28
"1683","Sierra Leone","18",58.09,14.54,37.28
"1684","Singapore","10",100,100,0.54
"1685","Singapore","11",100,100,0.52
"1686","Singapore","12",100,100,0.51
"1687","Singapore","13",100,100,0.49
"1688","Singapore","14",100,100,0.48
"1689","Singapore","15",100,100,0.47
"1690","Singapore","16",100,100,0.46
"1691","Singapore","17",100,100,0.44
"1692","Singapore","18",100,100,0.44
"1693","Sint Maarten (Dutch part)","10",95.5,98.72,0.92
"1694","Sint Maarten (Dutch part)","11",95.5,98.72,0.92
"1695","Sint Maarten (Dutch part)","12",95.5,98.72,0.95
"1696","Sint Maarten (Dutch part)","13",95.5,98.72,0.95
"1697","Sint Maarten (Dutch part)","14",95.5,98.72,0.92
"1698","Sint Maarten (Dutch part)","15",95.5,98.72,0.89
"1699","Sint Maarten (Dutch part)","16",95.5,98.72,0.95
"1700","Sint Maarten (Dutch part)","17",95.5,98.72,0.92
"1701","Sint Maarten (Dutch part)","18",95.5,98.72,0.89
"1702","Slovakia","10",97.95,98.9,1.22
"1703","Slovakia","11",97.94,98.91,1.17
"1704","Slovakia","12",97.94,98.91,1.12
"1705","Slovakia","13",97.93,98.92,1.08
"1706","Slovakia","14",97.93,98.92,1.05
"1707","Slovakia","15",97.93,98.93,1.02
"1708","Slovakia","16",97.93,98.93,1
"1709","Slovakia","17",97.93,98.93,0.99
"1710","Slovakia","18",97.93,98.93,0.99
"1711","Slovenia","10",99.55,99.11,0.71
"1712","Slovenia","11",99.54,99.11,0.69
"1713","Slovenia","12",99.54,99.11,0.68
"1714","Slovenia","13",99.53,99.11,0.66
"1715","Slovenia","14",99.52,99.11,0.64
"1716","Slovenia","15",99.52,99.11,0.62
"1717","Slovenia","16",99.52,99.11,0.6
"1718","Slovenia","17",99.52,99.11,0.58
"1719","Slovenia","18",99.52,99.11,0.58
"1720","Solomon Islands","10",71.21,27.29,7.98
"1721","Solomon Islands","11",69.74,28.28,7.35
"1722","Solomon Islands","12",68.28,29.27,6.79
"1723","Solomon Islands","13",66.85,29.96,6.31
"1724","Solomon Islands","14",65.43,30.63,5.9
"1725","Solomon Islands","15",64.03,31.27,5.54
"1726","Solomon Islands","16",64.03,31.27,5.22
"1727","Solomon Islands","17",64.03,31.27,4.95
"1728","Solomon Islands","18",64.03,31.27,4.95
"1729","Somalia","10",33.36,18.51,59.49
"1730","Somalia","11",34.67,18.07,58.17
"1731","Somalia","12",35.99,17.61,56.84
"1732","Somalia","13",37.32,17.15,55.5
"1733","Somalia","14",38.66,16.68,54.13
"1734","Somalia","15",40,16.19,52.73
"1735","Somalia","16",40,16.19,51.29
"1736","Somalia","17",40,16.19,49.82
"1737","Somalia","18",40,16.19,49.82
"1738","South Africa","10",82.33,68.89,15.37
"1739","South Africa","11",82.82,69.77,13.68
"1740","South Africa","12",83.31,70.63,12.08
"1741","South Africa","13",83.78,71.48,10.67
"1742","South Africa","14",84.24,72.31,9.52
"1743","South Africa","15",84.7,73.13,8.65
"1744","South Africa","16",84.7,73.13,8.04
"1745","South Africa","17",84.7,73.13,7.61
"1746","South Africa","18",84.7,73.13,7.61
"1747","South Sudan","10",65.63,7.9,52.89
"1748","South Sudan","11",42.75,7.01,50.98
"1749","South Sudan","12",44.66,7.83,49.18
"1750","South Sudan","13",46.58,8.66,47.5
"1751","South Sudan","14",48.49,9.5,45.91
"1752","South Sudan","15",50.41,10.35,44.41
"1753","South Sudan","16",50.41,10.35,42.98
"1754","South Sudan","17",50.41,10.35,41.61
"1755","South Sudan","18",50.41,10.35,41.61
"1756","Spain","10",100,99.9,0.67
"1757","Spain","11",100,99.9,0.64
"1758","Spain","12",100,99.9,0.62
"1759","Spain","13",99.97,99.9,0.59
"1760","Spain","14",99.94,99.9,0.57
"1761","Spain","15",99.94,99.9,0.54
"1762","Spain","16",99.94,99.9,0.52
"1763","Spain","17",99.94,99.9,0.5
"1764","Spain","18",99.94,99.9,0.5
"1765","Sri Lanka","10",87.35,91.75,1.41
"1766","Sri Lanka","11",88.34,92.38,1.36
"1767","Sri Lanka","12",89.33,93.02,1.34
"1768","Sri Lanka","13",90.33,93.66,1.32
"1769","Sri Lanka","14",91.32,94.18,1.3
"1770","Sri Lanka","15",92.31,94.21,1.27
"1771","Sri Lanka","16",92.31,94.21,1.23
"1772","Sri Lanka","17",92.31,94.21,1.19
"1773","Sri Lanka","18",92.31,94.21,1.19
"1774","St. Vincent and the Grenadines","10",94.58,82.51,4.67
"1775","St. Vincent and the Grenadines","11",94.72,83.68,4.57
"1776","St. Vincent and the Grenadines","12",94.86,84.85,4.48
"1777","St. Vincent and the Grenadines","13",95,86.02,4.4
"1778","St. Vincent and the Grenadines","14",95.15,87.18,4.32
"1779","St. Vincent and the Grenadines","15",95.15,87.18,4.25
"1780","St. Vincent and the Grenadines","16",95.15,87.18,4.18
"1781","St. Vincent and the Grenadines","17",95.15,87.18,4.11
"1782","St. Vincent and the Grenadines","18",95.15,87.18,4.11
"1783","Sudan","10",51.87,28.33,29.12
"1784","Sudan","11",53.27,29.57,28.09
"1785","Sudan","12",54.68,30.81,27.17
"1786","Sudan","13",56.1,32.06,26.37
"1787","Sudan","14",57.51,33.32,25.68
"1788","Sudan","15",58.93,34.59,25.07
"1789","Sudan","16",58.93,34.59,24.52
"1790","Sudan","17",58.93,34.59,24
"1791","Sudan","18",58.93,34.59,24
"1792","Suriname","10",93.73,79.57,6.74
"1793","Suriname","11",94.21,79.42,6.45
"1794","Suriname","12",94.7,79.26,6.18
"1795","Suriname","13",94.69,79.25,5.94
"1796","Suriname","14",94.69,79.23,5.73
"1797","Suriname","15",94.68,79.22,5.57
"1798","Suriname","16",94.68,79.22,5.43
"1799","Suriname","17",94.68,79.22,5.31
"1800","Suriname","18",94.68,79.22,5.31
"1801","Swaziland","10",62.33,55.05,26.46
"1802","Swaziland","11",63.38,55.64,24.13
"1803","Swaziland","12",64.43,56.24,21.79
"1804","Swaziland","13",65.49,56.83,19.55
"1805","Swaziland","14",66.56,57.43,17.49
"1806","Swaziland","15",67.63,58.03,15.7
"1807","Swaziland","16",67.63,58.03,14.22
"1808","Swaziland","17",67.63,58.03,13
"1809","Swaziland","18",67.63,58.03,13
"1810","Sweden","10",100,99.31,0.59
"1811","Sweden","11",100,99.31,0.55
"1812","Sweden","12",100,99.31,0.52
"1813","Sweden","13",100,99.31,0.48
"1814","Sweden","14",100,99.31,0.46
"1815","Sweden","15",100,99.3,0.44
"1816","Sweden","16",100,99.3,0.42
"1817","Sweden","17",100,99.3,0.41
"1818","Sweden","18",100,99.3,0.41
"1819","Switzerland","10",100,99.89,0.56
"1820","Switzerland","11",100,99.89,0.53
"1821","Switzerland","12",100,99.89,0.51
"1822","Switzerland","13",100,99.89,0.49
"1823","Switzerland","14",100,99.89,0.47
"1824","Switzerland","15",100,99.89,0.46
"1825","Switzerland","16",100,99.89,0.44
"1826","Switzerland","17",100,99.89,0.42
"1827","Switzerland","18",100,99.89,0.42
"1828","Syrian Arab Republic","10",96.42,92.89,2.61
"1829","Syrian Arab Republic","11",96.55,92.88,2.68
"1830","Syrian Arab Republic","12",96.69,92.87,2.74
"1831","Syrian Arab Republic","13",96.71,92.89,2.75
"1832","Syrian Arab Republic","14",96.73,92.92,2.72
"1833","Syrian Arab Republic","15",96.74,92.95,2.63
"1834","Syrian Arab Republic","16",96.74,92.95,2.51
"1835","Syrian Arab Republic","17",96.74,92.95,2.38
"1836","Syrian Arab Republic","18",96.74,92.95,2.38
"1837","Taiwan","10",99.99,97.63,1.19
"1838","Taiwan","11",100,99.96,1.14
"1839","Taiwan","12",96.75,77.89,1.09
"1840","Taiwan","13",99.63,98.47,1.05
"1841","Taiwan","14",97.11,65.6,1.02
"1842","Taiwan","15",99.97,97.81,0.99
"1843","Taiwan","16",99.62,98.98,0.96
"1844","Taiwan","17",93.92,88.29,0.95
"1845","Taiwan","18",99.88,96.3,0.95
"1846","Tajikistan","10",69.25,93.89,11.98
"1847","Tajikistan","11",70.46,94.29,11.21
"1848","Tajikistan","12",71.68,94.69,10.6
"1849","Tajikistan","13",72.9,95.09,10.11
"1850","Tajikistan","14",74.12,95.49,9.73
"1851","Tajikistan","15",74.14,95.49,9.44
"1852","Tajikistan","16",74.14,95.49,9.21
"1853","Tajikistan","17",74.14,95.49,9.02
"1854","Tajikistan","18",74.14,95.49,9.02
"1855","Thailand","10",97.11,95,1.99
"1856","Thailand","11",97.36,95.01,1.92
"1857","Thailand","12",97.59,95.01,1.85
"1858","Thailand","13",97.81,95.01,1.78
"1859","Thailand","14",98.03,95.01,1.73
"1860","Thailand","15",98.23,95.01,1.67
"1861","Thailand","16",98.23,95.01,1.62
"1862","Thailand","17",98.23,95.01,1.57
"1863","Thailand","18",98.23,95.01,1.57
"1864","The former Yugoslav Rep. of Macedonia","10",96.66,90.83,1.21
"1865","The former Yugoslav Rep. of Macedonia","11",96.67,91.01,1.16
"1866","The former Yugoslav Rep. of Macedonia","12",96.68,91,1.09
"1867","The former Yugoslav Rep. of Macedonia","13",96.78,90.89,1.04
"1868","The former Yugoslav Rep. of Macedonia","14",96.78,90.9,1.01
"1869","The former Yugoslav Rep. of Macedonia","15",96.77,90.91,0.99
"1870","The former Yugoslav Rep. of Macedonia","16",96.77,90.91,0.98
"1871","The former Yugoslav Rep. of Macedonia","17",96.77,90.91,0.98
"1872","The former Yugoslav Rep. of Macedonia","18",96.77,90.91,0.98
"1873","Togo","10",57.02,12.89,32.93
"1874","Togo","11",58.18,13.09,31.71
"1875","Togo","12",59.34,13.3,30.72
"1876","Togo","13",60.5,13.51,29.87
"1877","Togo","14",61.66,13.73,29.12
"1878","Togo","15",62.82,13.95,28.44
"1879","Togo","16",62.82,13.95,27.81
"1880","Togo","17",62.82,13.95,27.23
"1881","Togo","18",62.82,13.95,27.23
"1882","Tokelau","10",99.06,85.79,1.26
"1883","Tokelau","11",99.16,87.24,9.58
"1884","Tokelau","12",99.25,88.7,6.75
"1885","Tokelau","13",99.34,90.16,4.44
"1886","Tokelau","14",99.44,91.61,3.13
"1887","Tokelau","15",99.53,93.07,1.78
"1888","Tokelau","16",99.53,93.07,1.78
"1889","Tokelau","17",99.53,93.07,6
"1890","Tokelau","18",99.53,93.07,1.73
"1891","Tonga","10",99.34,91.58,4.2
"1892","Tonga","11",99.48,92.05,4.12
"1893","Tonga","12",99.62,92.53,4.04
"1894","Tonga","13",99.76,93,3.97
"1895","Tonga","14",99.91,93.46,3.89
"1896","Tonga","15",99.91,93.47,3.81
"1897","Tonga","16",99.91,93.47,3.74
"1898","Tonga","17",99.91,93.47,3.66
"1899","Tonga","18",99.91,93.47,3.66
"1900","Trinidad and Tobago","10",96.48,92,6.75
"1901","Trinidad and Tobago","11",96.94,92.15,6.58
"1902","Trinidad and Tobago","12",96.94,92.15,6.43
"1903","Trinidad and Tobago","13",96.94,92.15,6.28
"1904","Trinidad and Tobago","14",96.94,92.15,6.14
"1905","Trinidad and Tobago","15",96.94,92.15,6.01
"1906","Trinidad and Tobago","16",96.94,92.15,5.89
"1907","Trinidad and Tobago","17",96.94,92.15,5.77
"1908","Trinidad and Tobago","18",96.94,92.15,5.77
"1909","Tunisia","10",92.32,89.28,1.62
"1910","Tunisia","11",92.74,90.1,1.62
"1911","Tunisia","12",93.17,90.92,1.63
"1912","Tunisia","13",93.59,91.74,1.63
"1913","Tunisia","14",93.91,92.5,1.63
"1914","Tunisia","15",94.23,93.13,1.61
"1915","Tunisia","16",94.23,93.13,1.58
"1916","Tunisia","17",94.23,93.13,1.55
"1917","Tunisia","18",94.23,93.13,1.55
"1918","Turkey","10",97.91,92.04,6.27
"1919","Turkey","11",98.13,93.03,6.13
"1920","Turkey","12",98.34,94.01,6
"1921","Turkey","13",98.54,94.98,5.85
"1922","Turkey","14",98.73,95.94,5.68
"1923","Turkey","15",98.9,96.37,5.47
"1924","Turkey","16",98.9,96.37,5.24
"1925","Turkey","17",98.9,96.37,4.99
"1926","Turkey","18",98.9,96.37,4.99
"1927","Turkmenistan","10",91.16,96.14,10.39
"1928","Turkmenistan","11",91.84,96.23,9.95
"1929","Turkmenistan","12",92.52,96.32,9.58
"1930","Turkmenistan","13",93.18,96.4,9.27
"1931","Turkmenistan","14",93.83,96.49,9.02
"1932","Turkmenistan","15",94.45,96.57,8.82
"1933","Turkmenistan","16",94.45,96.57,8.65
"1934","Turkmenistan","17",94.45,96.57,8.51
"1935","Turkmenistan","18",94.45,96.57,8.51
"1936","Turks and Caicos Islands","10",92.08,85.96,1.77
"1937","Turks and Caicos Islands","11",92.64,86.47,2.78
"1938","Turks and Caicos Islands","12",93.2,86.98,3.43
"1939","Turks and Caicos Islands","13",93.76,87.48,1.49
"1940","Turks and Caicos Islands","14",94.32,87.99,7.61
"1941","Turks and Caicos Islands","15",94.32,87.99,7.73
"1942","Turks and Caicos Islands","16",94.32,87.99,7.73
"1943","Turks and Caicos Islands","17",94.32,87.99,7.61
"1944","Turks and Caicos Islands","18",94.32,87.99,1.7
"1945","Tuvalu","10",98.66,90.06,5.77
"1946","Tuvalu","11",98.81,90.62,2.51
"1947","Tuvalu","12",98.95,91.15,6.27
"1948","Tuvalu","13",99.1,91.59,2.3
"1949","Tuvalu","14",99.25,91.4,2.3
"1950","Tuvalu","15",99.26,91.41,1.27
"1951","Tuvalu","16",99.26,91.41,2.3
"1952","Tuvalu","17",99.26,91.41,0.53
"1953","Tuvalu","18",99.26,91.41,2.3
"1954","Uganda","10",35.9,17.92,35.8
"1955","Uganda","11",36.5,18.17,34.8
"1956","Uganda","12",37.11,18.41,33.87
"1957","Uganda","13",37.71,18.66,33
"1958","Uganda","14",38.32,18.91,32.15
"1959","Uganda","15",38.92,19.15,31.31
"1960","Uganda","16",38.92,19.15,30.44
"1961","Uganda","17",38.92,19.15,29.56
"1962","Uganda","18",38.92,19.15,29.56
"1963","Ukraine","10",96.94,95.57,2.03
"1964","Ukraine","11",97.07,95.66,1.87
"1965","Ukraine","12",97.19,95.75,1.73
"1966","Ukraine","13",97.5,95.84,1.62
"1967","Ukraine","14",97.62,95.93,1.53
"1968","Ukraine","15",97.73,95.94,1.46
"1969","Ukraine","16",97.73,95.94,1.42
"1970","Ukraine","17",97.73,95.94,1.38
"1971","Ukraine","18",97.73,95.94,1.38
"1972","United Arab Emirates","10",99.64,99.98,1.07
"1973","United Arab Emirates","11",99.64,99.98,1.04
"1974","United Arab Emirates","12",99.63,99.98,1.01
"1975","United Arab Emirates","13",99.63,99.98,0.98
"1976","United Arab Emirates","14",99.63,99.98,0.95
"1977","United Arab Emirates","15",99.63,99.98,0.92
"1978","United Arab Emirates","16",99.63,99.98,0.9
"1979","United Arab Emirates","17",99.63,99.98,0.87
"1980","United Arab Emirates","18",99.63,99.98,0.87
"1981","United Kingdom","10",100,99.12,0.72
"1982","United Kingdom","11",100,99.12,0.71
"1983","United Kingdom","12",100,99.12,0.71
"1984","United Kingdom","13",100,99.11,0.74
"1985","United Kingdom","14",100,99.11,0.78
"1986","United Kingdom","15",100,99.11,0.83
"1987","United Kingdom","16",100,99.11,0.88
"1988","United Kingdom","17",100,99.11,0.93
"1989","United Kingdom","18",100,99.11,0.93
"1990","United Rep. of Tanzania","10",43.91,17.52,22.81
"1991","United Rep. of Tanzania","11",45.16,18.69,21.64
"1992","United Rep. of Tanzania","12",46.41,19.88,20.57
"1993","United Rep. of Tanzania","13",47.66,21.09,19.6
"1994","United Rep. of Tanzania","14",48.9,22.3,18.69
"1995","United Rep. of Tanzania","15",50.15,23.53,17.85
"1996","United Rep. of Tanzania","16",50.15,23.53,17.07
"1997","United Rep. of Tanzania","17",50.15,23.53,16.35
"1998","United Rep. of Tanzania","18",50.15,23.53,16.35
"1999","United States Virgin Islands","10",100,97.4,1.57
"2000","United States Virgin Islands","11",100,97.5,1.53
"2001","United States Virgin Islands","12",100,97.6,1.5
"2002","United States Virgin Islands","13",100,97.6,1.46
"2003","United States Virgin Islands","14",100,97.6,1.43
"2004","United States Virgin Islands","15",100,97.6,1.41
"2005","United States Virgin Islands","16",100,97.6,1.38
"2006","United States Virgin Islands","17",100,97.6,1.35
"2007","United States Virgin Islands","18",100,97.6,1.35
"2008","United States","10",99.17,99.97,1.09
"2009","United States","11",99.18,99.97,1.06
"2010","United States","12",99.18,99.97,1.04
"2011","United States","13",99.19,99.97,1.01
"2012","United States","14",99.2,99.97,0.98
"2013","United States","15",99.2,99.97,0.96
"2014","United States","16",99.2,99.97,0.93
"2015","United States","17",99.2,99.97,0.9
"2016","United States","18",99.2,99.97,0.9
"2017","Uruguay","10",98.37,95.08,2.46
"2018","Uruguay","11",98.56,95.2,2.42
"2019","Uruguay","12",98.75,95.32,2.39
"2020","Uruguay","13",98.92,95.44,2.35
"2021","Uruguay","14",99.09,95.56,2.31
"2022","Uruguay","15",99.25,95.67,2.26
"2023","Uruguay","16",99.25,95.67,2.21
"2024","Uruguay","17",99.25,95.67,2.15
